id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,,SCHOOL NAME,math_score,MATHSCORE,history_score,HISTORY SCORE,physics_score,PHYSIC SCORE SCALE,chemistry_score,CHEMISTRY SCORE,biology_score,BIO SCORE,english_score,ENGLISH SCORE,geography_score,GEOGRAPHY SCORE,QUESTION 1,QUESTION 2,QUESTION 3
1062,Patrick,Clark,patrick.clark.1062@gslingacademy.com,male,FALSE,7,FALSE,16,Banker,,BrightHope college,92,A,60,D,76,C,61,D,94,A,93,A,94,A,,,
1063,Janet,Morrison,janet.morrison.1063@gslingacademy.com,female,TRUE,8,FALSE,1,Business Owner,,BrightHope college,70,C,70,C,75,C,83,B,60,D,86,B,62,D,,,
1064,James,Acosta,james.acosta.1064@gslingacademy.com,male,TRUE,1,FALSE,35,Scientist,,BrightHope college,85,B,90,A,98,A,92,A,89,B,88,B,95,A,,,
1065,Richard,Burke,richard.burke.1065@gslingacademy.com,male,FALSE,3,FALSE,32,Unknown,,BrightHope college,79,C,78,C,69,D,80,B,72,C,71,C,88,B,,,
1066,Donald,Contreras,donald.contreras.1066@gslingacademy.com,male,FALSE,0,FALSE,31,Unknown,,BrightHope college,60,D,88,B,75,C,94,A,87,B,82,B,79,C,,,
1067,Kenneth,Mendez,kenneth.mendez.1067@gslingacademy.com,male,FALSE,10,FALSE,0,Business Owner,,BrightHope college,63,D,86,B,89,B,87,B,67,D,73,C,80,B,,,
1068,Kenneth,Sparks,kenneth.sparks.1068@gslingacademy.com,male,FALSE,3,FALSE,24,Banker,,BrightHope college,99,A,77,C,82,B,60,D,88,B,91,A,93,A,,,
1069,Natasha,Morales,natasha.morales.1069@gslingacademy.com,female,FALSE,4,FALSE,13,Accountant,,BrightHope college,93,A,61,D,71,C,82,B,43,F,94,A,88,B,,,
1070,David,Mendoza,david.mendoza.1070@gslingacademy.com,male,FALSE,1,FALSE,4,Unknown,,BrightHope college,63,D,72,C,92,A,82,B,84,B,82,B,60,D,,,
1071,Melissa,Wright,melissa.wright.1071@gslingacademy.com,female,FALSE,1,FALSE,1,Business Owner,,BrightHope college,81,B,86,B,84,B,78,C,63,D,86,B,73,C,,,
1072,Cindy,Hamilton,cindy.hamilton.1072@gslingacademy.com,female,FALSE,5,FALSE,27,Unknown,,BrightHope college,60,D,61,D,66,D,82,B,100,A,76,C,79,C,,,
1073,Nancy,Walker,nancy.walker.1073@gslingacademy.com,female,TRUE,7,FALSE,4,Business Owner,,BrightHope college,68,D,50,D,68,D,53,D,58,D,87,B,74,C,,,
1074,Matthew,Peterson,matthew.peterson.1074@gslingacademy.com,male,FALSE,7,FALSE,8,Stock Investor,,BrightHope college,89,B,97,A,65,D,75,C,61,D,60,D,60,D,,,
1075,Grant,Mason,grant.mason.1075@gslingacademy.com,male,FALSE,1,TRUE,35,Scientist,,BrightHope college,86,B,87,B,89,B,91,A,90,A,85,B,92,A,,,
1076,David,Mays,david.mays.1076@gslingacademy.com,male,FALSE,2,TRUE,7,Real Estate Developer,,BrightHope college,71,C,96,A,83,B,76,C,60,D,87,B,74,C,,,
1077,Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,female,FALSE,9,FALSE,4,Business Owner,,BrightHope college,72,C,69,D,58,D,79,C,70,C,50,D,98,A,,,
1078,Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,male,FALSE,2,FALSE,25,Unknown,,BrightHope college,74,C,67,D,90,A,69,D,83,B,89,B,68,D,,,
1079,Robert,Barnett,robert.barnett.1079@gslingacademy.com,male,FALSE,2,FALSE,28,Software Engineer,,BrightHope college,99,A,84,B,75,C,81,B,91,A,87,B,63,D,,,
1080,Dean,Sims,dean.sims.1080@gslingacademy.com,male,FALSE,4,FALSE,19,Stock Investor,,BrightHope college,99,A,78,C,74,C,95,A,72,C,65,D,91,A,,,
1081,Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,male,FALSE,2,FALSE,16,Software Engineer,,BrightHope college,88,B,71,C,82,B,98,A,91,A,73,C,74,C,,,
1082,Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,female,FALSE,3,FALSE,6,Unknown,,BrightHope college,65,D,72,C,77,C,89,B,74,C,76,C,61,D,,,
1083,Margaret,Smith,margaret.smith.1083@gslingacademy.com,female,TRUE,5,FALSE,4,Business Owner,,BrightHope college,90,A,99,A,87,B,81,B,90,A,80,B,92,A,,,
1084,Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,male,FALSE,9,FALSE,34,Lawyer,,BrightHope college,91,A,88,B,79,C,60,D,82,B,96,A,83,B,,,
1085,Trevor,Stark,trevor.stark.1085@gslingacademy.com,male,TRUE,3,FALSE,31,Lawyer,,BrightHope college,86,B,92,A,66,D,66,D,100,A,99,A,91,A,,,
1086,Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,male,FALSE,2,FALSE,27,Software Engineer,,BrightHope college,86,B,84,B,98,A,67,D,76,C,75,C,65,D,,,
1087,Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,female,FALSE,4,FALSE,22,Software Engineer,,BrightHope college,92,A,91,A,85,B,94,A,69,D,80,B,71,C,,,
1088,Debra,Walter,debra.walter.1088@gslingacademy.com,female,FALSE,3,TRUE,25,Banker,,BrightHope college,90,A,97,A,64,D,64,D,61,D,81,B,93,A,,,
1089,Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,female,FALSE,3,FALSE,19,Accountant,,BrightHope college,98,A,69,D,61,D,62,D,82,B,87,B,64,D,,,
1090,William,Fleming,william.fleming.1090@gslingacademy.com,male,FALSE,1,FALSE,28,Lawyer,,BrightHope college,72,C,93,A,68,D,62,D,83,B,98,A,67,D,,,
1091,Brandon,Foster,brandon.foster.1091@gslingacademy.com,male,TRUE,3,TRUE,34,Scientist,,BrightHope college,77,C,93,A,83,B,84,B,83,B,84,B,71,C,,,
1092,John,Wilson,john.wilson.1092@gslingacademy.com,male,FALSE,10,FALSE,5,Business Owner,,BrightHope college,75,C,52,D,84,B,70,C,81,B,99,A,85,B,,,
1093,George,Kerr,george.kerr.1093@gslingacademy.com,male,TRUE,1,FALSE,34,Lawyer,,BrightHope college,94,A,82,B,83,B,76,C,83,B,93,A,94,A,,,
1094,Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,male,FALSE,7,FALSE,34,Banker,,BrightHope college,75,C,88,B,71,C,62,D,90,A,78,C,95,A,,,
1095,Jodi,Price,jodi.price.1095@gslingacademy.com,female,FALSE,0,FALSE,19,Software Engineer,,BrightHope college,91,A,91,A,66,D,97,A,62,D,89,B,82,B,,,
1096,Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,male,FALSE,0,FALSE,13,Accountant,,BrightHope college,75,C,64,D,100,A,63,D,98,A,71,C,73,C,,,
1097,Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,male,FALSE,3,FALSE,18,Accountant,,BrightHope college,93,A,79,C,86,B,72,C,89,B,61,D,98,A,,,
1098,Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,female,FALSE,5,FALSE,1,Game Developer,,BrightHope college,86,B,81,B,80,B,85,B,62,D,86,B,69,D,,,
1099,Steven,Allen,steven.allen.1099@gslingacademy.com,male,FALSE,1,FALSE,29,Unknown,,BrightHope college,92,A,61,D,96,A,79,C,97,A,89,B,78,C,,,
1100,Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,male,FALSE,5,FALSE,34,Software Engineer,,BrightHope college,90,A,91,A,61,D,72,C,64,D,84,B,72,C,,,
1101,Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,female,FALSE,1,FALSE,31,Scientist,,BrightHope college,92,A,78,C,96,A,91,A,82,B,98,A,100,A,,,
1102,Corey,Merritt,corey.merritt.1102@gslingacademy.com,male,FALSE,2,FALSE,14,Accountant,,BrightHope college,90,A,88,B,71,C,96,A,72,C,74,C,80,B,,,
1103,Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,female,FALSE,6,TRUE,32,Lawyer,,BrightHope college,78,C,92,A,77,C,100,A,61,D,82,B,61,D,,,
1104,John,Klein,john.klein.1104@gslingacademy.com,male,FALSE,10,FALSE,5,Business Owner,,BrightHope college,82,B,58,D,58,D,91,A,91,A,55,D,98,A,,,
1105,Rachel,Grant,rachel.grant.1105@gslingacademy.com,female,FALSE,5,FALSE,33,Software Engineer,,BrightHope college,86,B,62,D,81,B,63,D,75,C,92,A,95,A,,,
1106,Jose,Wood,jose.wood.1106@gslingacademy.com,male,FALSE,1,FALSE,32,Scientist,,BrightHope college,83,B,63,D,93,A,94,A,93,A,90,A,78,C,,,
1107,Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,female,FALSE,0,FALSE,11,Teacher,,BrightHope college,69,D,85,B,70,C,79,C,68,D,81,B,89,B,,,
1108,Thomas,George,thomas.george.1108@gslingacademy.com,male,FALSE,0,FALSE,12,Banker,,BrightHope college,83,B,81,B,96,A,96,A,62,D,82,B,77,C,,,
1109,Charles,Torres,charles.torres.1109@gslingacademy.com,male,FALSE,2,FALSE,24,Banker,,BrightHope college,84,B,63,D,98,A,70,C,92,A,78,C,93,A,,,
1110,Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,male,FALSE,2,TRUE,29,Banker,,BrightHope college,89,B,71,C,77,C,88,B,66,D,80,B,87,B,,,
1111,Diana,Long,diana.long.1111@gslingacademy.com,female,FALSE,0,FALSE,33,Accountant,,BrightHope college,77,C,99,A,73,C,83,B,71,C,82,B,80,B,,,
1112,Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,male,FALSE,0,FALSE,13,Construction Engineer,,BrightHope college,94,A,88,B,98,A,64,D,99,A,98,A,96,A,,,
1113,Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,female,FALSE,3,FALSE,10,Teacher,,BrightHope college,93,A,64,D,81,B,74,C,96,A,94,A,98,A,,,
1114,Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,female,FALSE,3,FALSE,38,Doctor,,BrightHope college,92,A,88,B,90,A,94,A,88,B,92,A,96,A,,,
1115,Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,male,FALSE,2,FALSE,5,Real Estate Developer,,BrightHope college,73,C,87,B,92,A,99,A,84,B,91,A,71,C,,,
1116,Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,female,FALSE,3,TRUE,35,Unknown,,BrightHope college,90,A,87,B,100,A,98,A,91,A,98,A,96,A,,,
1117,Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,female,TRUE,10,FALSE,1,Business Owner,,BrightHope college,87,B,58,D,85,B,82,B,100,A,87,B,91,A,,,
1118,Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,male,FALSE,2,FALSE,21,Software Engineer,,BrightHope college,88,B,74,C,99,A,72,C,63,D,87,B,79,C,,,
1119,Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,female,FALSE,6,FALSE,5,Unknown,,BrightHope college,88,B,99,A,71,C,85,B,82,B,94,A,90,A,,,
1120,Melissa,Terry,melissa.terry.1120@gslingacademy.com,female,TRUE,1,TRUE,15,Banker,,BrightHope college,96,A,87,B,64,D,88,B,64,D,92,A,77,C,,,
1121,Robin,Perez,robin.perez.1121@gslingacademy.com,female,FALSE,3,FALSE,28,Doctor,,BrightHope college,89,B,96,A,85,B,91,A,100,A,91,A,91,A,,,
1122,Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,female,FALSE,1,FALSE,5,Real Estate Developer,,BrightHope college,58,D,77,C,69,D,83,B,94,A,70,C,97,A,,,
1123,Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,male,FALSE,2,FALSE,35,Doctor,,BrightHope college,95,A,98,A,97,A,94,A,88,B,99,A,96,A,,,
1124,Mallory,Collins,mallory.collins.1124@gslingacademy.com,female,FALSE,8,TRUE,28,Banker,,BrightHope college,76,C,69,D,86,B,72,C,71,C,79,C,63,D,,,
1125,Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,male,FALSE,2,FALSE,16,Construction Engineer,,BrightHope college,87,B,89,B,91,A,76,C,77,C,97,A,61,D,,,
1126,Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,male,FALSE,2,FALSE,29,Unknown,,BrightHope college,60,D,65,D,86,B,66,D,61,D,99,A,89,B,,,
1127,David,Hartman,david.hartman.1127@gslingacademy.com,male,FALSE,10,FALSE,3,Business Owner,,BrightHope college,70,C,61,D,83,B,52,D,81,B,97,A,69,D,,,
1128,Paul,Taylor,paul.taylor.1128@gslingacademy.com,male,FALSE,6,FALSE,35,Construction Engineer,,BrightHope college,90,A,86,B,99,A,94,A,100,A,89,B,85,B,,,
1129,Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,female,FALSE,2,FALSE,29,Unknown,,BrightHope college,75,C,96,A,61,D,73,C,60,D,77,C,81,B,,,
1130,Emma,Jones,emma.jones.1130@gslingacademy.com,female,FALSE,3,TRUE,14,Accountant,,BrightHope college,96,A,100,A,96,A,87,B,83,B,81,B,95,A,,,
1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,male,FALSE,2,FALSE,11,Banker,,BrightHope college,88,B,98,A,81,B,61,D,62,D,96,A,60,D,,,
1132,Brett,Myers,brett.myers.1132@gslingacademy.com,male,FALSE,2,TRUE,1,Game Developer,,BrightHope college,99,A,60,D,87,B,94,A,71,C,93,A,93,A,,,
1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,female,FALSE,4,FALSE,14,Teacher,,BrightHope college,86,B,99,A,64,D,88,B,84,B,95,A,97,A,,,
1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,female,FALSE,4,TRUE,11,Designer,,BrightHope college,96,A,61,D,85,B,87,B,83,B,80,B,79,C,,,
1135,Rebecca,Clark,rebecca.clark.1135@gslingacademy.com,female,FALSE,3,FALSE,28,Lawyer,,BrightHope college,87,B,99,A,70,C,81,B,62,D,90,A,91,A,,,
1136,Andrew,Sanders,andrew.sanders.1136@gslingacademy.com,male,FALSE,6,FALSE,18,Software Engineer,,BrightHope college,89,B,90,A,96,A,97,A,87,B,84,B,63,D,,,
1137,Julia,Day,julia.day.1137@gslingacademy.com,female,FALSE,1,FALSE,31,Writer,,BrightHope college,77,C,98,A,67,D,67,D,80,B,90,A,66,D,,,
1138,Amber,Levy,amber.levy.1138@gslingacademy.com,female,TRUE,6,FALSE,2,Business Owner,,BrightHope college,57,D,71,C,51,D,59,D,84,B,74,C,68,D,,,
1139,Nicole,Daniel,nicole.daniel.1139@gslingacademy.com,female,FALSE,0,FALSE,32,Accountant,,BrightHope college,88,B,93,A,91,A,92,A,53,D,65,D,88,B,,,
1140,Sarah,Wells,sarah.wells.1140@gslingacademy.com,female,FALSE,3,FALSE,3,Real Estate Developer,,BrightHope college,56,D,75,C,78,C,82,B,98,A,99,A,81,B,,,
1141,Laura,Stone,laura.stone.1141@gslingacademy.com,female,TRUE,1,FALSE,33,Accountant,,BrightHope college,94,A,79,C,64,D,79,C,96,A,98,A,93,A,,,
1142,Katherine,Glenn,katherine.glenn.1142@gslingacademy.com,female,FALSE,3,FALSE,4,Business Owner,,BrightHope college,57,D,71,C,76,C,59,D,58,D,84,B,73,C,,,
1143,Catherine,Mccall,catherine.mccall.1143@gslingacademy.com,female,TRUE,4,FALSE,0,Business Owner,,BrightHope college,81,B,86,B,68,D,65,D,87,B,78,C,82,B,,,
1144,Tammy,Andrews,tammy.andrews.1144@gslingacademy.com,female,FALSE,2,FALSE,10,Stock Investor,,BrightHope college,96,A,83,B,64,D,84,B,98,A,79,C,99,A,,,
1145,Kathryn,Powell,kathryn.powell.1145@gslingacademy.com,female,FALSE,8,FALSE,11,Banker,,BrightHope college,97,A,66,D,76,C,80,B,81,B,82,B,64,D,,,
1146,Michael,Lutz,michael.lutz.1146@gslingacademy.com,male,FALSE,3,FALSE,5,Game Developer,,BrightHope college,86,B,76,C,92,A,86,B,75,C,67,D,79,C,,,
1147,Brian,Myers,brian.myers.1147@gslingacademy.com,male,FALSE,4,FALSE,33,Doctor,,BrightHope college,94,A,74,C,95,A,82,B,100,A,63,D,97,A,,,
1148,Maria,Adams,maria.adams.1148@gslingacademy.com,female,FALSE,2,TRUE,29,Software Engineer,,BrightHope college,88,B,83,B,94,A,80,B,97,A,95,A,78,C,,,
1149,Ronnie,Nguyen,ronnie.nguyen.1149@gslingacademy.com,male,FALSE,3,FALSE,26,Unknown,,BrightHope college,84,B,74,C,74,C,67,D,72,C,99,A,65,D,,,
1150,Daniel,Stephens,daniel.stephens.1150@gslingacademy.com,male,FALSE,1,FALSE,25,Stock Investor,,BrightHope college,85,B,82,B,88,B,62,D,71,C,71,C,75,C,,,
1151,Brandon,Oliver,brandon.oliver.1151@gslingacademy.com,male,FALSE,2,TRUE,30,Unknown,,BrightHope college,78,C,89,B,95,A,71,C,68,D,71,C,69,D,,,
1152,David,Vazquez,david.vazquez.1152@gslingacademy.com,male,FALSE,2,FALSE,13,Unknown,,BrightHope college,86,B,66,D,77,C,74,C,84,B,72,C,95,A,,,
1153,Desiree,Moore,desiree.moore.1153@gslingacademy.com,female,FALSE,1,FALSE,25,Software Engineer,,BrightHope college,99,A,98,A,80,B,83,B,89,B,68,D,61,D,,,
1154,Jessica,Turner,jessica.turner.1154@gslingacademy.com,female,FALSE,0,FALSE,15,Teacher,,BrightHope college,67,D,64,D,99,A,84,B,100,A,81,B,78,C,,,
1155,Scott,Bishop,scott.bishop.1155@gslingacademy.com,male,FALSE,6,FALSE,10,Banker,,BrightHope college,84,B,94,A,60,D,83,B,97,A,75,C,97,A,,,
1156,Cassandra,Flores,cassandra.flores.1156@gslingacademy.com,female,TRUE,3,TRUE,0,Artist,,BrightHope college,72,C,62,D,96,A,95,A,97,A,71,C,83,B,,,
1157,Miguel,Hernandez,miguel.hernandez.1157@gslingacademy.com,male,TRUE,1,FALSE,17,Designer,,BrightHope college,74,C,88,B,99,A,92,A,93,A,85,B,81,B,,,
1158,Brittany,Welch,brittany.welch.1158@gslingacademy.com,female,TRUE,5,FALSE,4,Business Owner,,BrightHope college,74,C,74,C,83,B,52,D,70,C,87,B,95,A,,,
1159,Robert,Ross,robert.ross.1159@gslingacademy.com,male,FALSE,3,FALSE,32,Lawyer,,BrightHope college,91,A,92,A,64,D,69,D,82,B,94,A,61,D,,,
1160,Jennifer,White,jennifer.white.1160@gslingacademy.com,female,FALSE,5,FALSE,34,Accountant,,BrightHope college,77,C,66,D,94,A,77,C,49,F,83,B,64,D,,,
1161,Rebecca,Smith,rebecca.smith.1161@gslingacademy.com,female,FALSE,7,FALSE,8,Government Officer,,BrightHope college,87,B,90,A,91,A,60,D,95,A,67,D,62,D,,,
1162,Jessica,Ferrell,jessica.ferrell.1162@gslingacademy.com,female,FALSE,1,TRUE,3,Unknown,,BrightHope college,60,D,70,C,61,D,63,D,61,D,71,C,73,C,,,
1163,Jeremy,Montgomery,jeremy.montgomery.1163@gslingacademy.com,male,FALSE,1,TRUE,3,Business Owner,,Kingdom College,92,A,84,B,86,B,80,B,73,C,97,A,88,B,,,
1164,Angel,Gilbert,angel.gilbert.1164@gslingacademy.com,female,TRUE,9,FALSE,4,Business Owner,,Kingdom College,71,C,89,B,63,D,50,D,63,D,64,D,69,D,,,
1165,Rebecca,Roman,rebecca.roman.1165@gslingacademy.com,female,FALSE,1,FALSE,2,Artist,,Kingdom College,62,D,100,A,91,A,75,C,99,A,76,C,78,C,,,
1166,Frank,Lopez,frank.lopez.1166@gslingacademy.com,male,FALSE,0,FALSE,0,Real Estate Developer,,Kingdom College,100,A,85,B,81,B,91,A,75,C,64,D,83,B,,,
1167,Thomas,Hernandez,thomas.hernandez.1167@gslingacademy.com,male,FALSE,5,TRUE,3,Game Developer,,Kingdom College,94,A,65,D,100,A,77,C,66,D,96,A,68,D,,,
1168,Crystal,Miller,crystal.miller.1168@gslingacademy.com,female,FALSE,4,FALSE,4,Artist,,Kingdom College,98,A,80,B,66,D,94,A,86,B,72,C,86,B,,,
1169,Nicholas,Wallace,nicholas.wallace.1169@gslingacademy.com,male,FALSE,3,FALSE,21,Construction Engineer,,Kingdom College,94,A,81,B,88,B,81,B,71,C,92,A,73,C,,,
1170,Arthur,Brown,arthur.brown.1170@gslingacademy.com,male,FALSE,3,FALSE,4,Game Developer,,Kingdom College,92,A,69,D,93,A,67,D,79,C,84,B,69,D,,,
1171,Corey,Monroe,corey.monroe.1171@gslingacademy.com,male,FALSE,5,TRUE,1,Business Owner,,Kingdom College,50,D,87,B,93,A,84,B,86,B,73,C,74,C,,,
1172,Angel,Green,angel.green.1172@gslingacademy.com,female,FALSE,7,FALSE,49,Doctor,,Kingdom College,99,A,98,A,94,A,96,A,95,A,88,B,92,A,,,
1173,Tina,Anderson,tina.anderson.1173@gslingacademy.com,female,FALSE,3,FALSE,12,Teacher,,Kingdom College,70,C,68,D,89,B,60,D,79,C,85,B,66,D,,,
1174,Rebecca,Khan,rebecca.khan.1174@gslingacademy.com,female,FALSE,6,FALSE,9,Government Officer,,Kingdom College,92,A,93,A,86,B,61,D,78,C,80,B,62,D,,,
1175,Terry,Dean,terry.dean.1175@gslingacademy.com,male,TRUE,1,FALSE,20,Banker,,Kingdom College,82,B,70,C,86,B,66,D,97,A,93,A,91,A,,,
1176,Tyler,Martin,tyler.martin.1176@gslingacademy.com,male,FALSE,7,TRUE,16,Construction Engineer,,Kingdom College,83,B,73,C,82,B,62,D,92,A,68,D,76,C,,,
1177,Derrick,Hartman,derrick.hartman.1177@gslingacademy.com,male,FALSE,1,FALSE,13,Stock Investor,,Kingdom College,84,B,85,B,64,D,74,C,79,C,92,A,64,D,,,
1178,Mark,Stevens,mark.stevens.1178@gslingacademy.com,male,FALSE,0,FALSE,30,Unknown,,Kingdom College,60,D,71,C,91,A,83,B,93,A,88,B,97,A,,,
1179,Scott,Tate,scott.tate.1179@gslingacademy.com,male,FALSE,3,FALSE,7,Unknown,,Kingdom College,67,D,60,D,99,A,60,D,82,B,81,B,63,D,,,
1180,Melissa,Deleon,melissa.deleon.1180@gslingacademy.com,female,FALSE,3,FALSE,38,Doctor,,Kingdom College,96,A,92,A,93,A,91,A,88,B,90,A,88,B,,,
1181,Nicole,Newman,nicole.newman.1181@gslingacademy.com,female,FALSE,4,FALSE,7,Stock Investor,,Kingdom College,97,A,63,D,61,D,77,C,74,C,94,A,61,D,,,
1182,Brent,Burton,brent.burton.1182@gslingacademy.com,male,FALSE,1,FALSE,8,Unknown,,Kingdom College,89,B,62,D,79,C,60,D,93,A,77,C,73,C,,,
1183,Victor,Bright,victor.bright.1183@gslingacademy.com,male,FALSE,0,FALSE,8,Real Estate Developer,,Kingdom College,68,D,95,A,62,D,65,D,70,C,65,D,64,D,,,
1184,Kenneth,Turner,kenneth.turner.1184@gslingacademy.com,male,FALSE,9,TRUE,11,Construction Engineer,,Kingdom College,82,B,85,B,94,A,75,C,97,A,98,A,76,C,,,
1185,Lisa,Bailey,lisa.bailey.1185@gslingacademy.com,female,FALSE,3,TRUE,30,Software Engineer,,Kingdom College,85,B,78,C,99,A,81,B,60,D,83,B,75,C,,,
1186,Nancy,Fowler,nancy.fowler.1186@gslingacademy.com,female,FALSE,3,TRUE,11,Unknown,,Kingdom College,86,B,66,D,84,B,86,B,74,C,91,A,66,D,,,
1187,Gabriel,Wilson,gabriel.wilson.1187@gslingacademy.com,male,FALSE,2,FALSE,35,Accountant,,Kingdom College,87,B,86,B,89,B,94,A,93,A,91,A,88,B,,,
1188,Andrea,Barrett,andrea.barrett.1188@gslingacademy.com,female,FALSE,7,FALSE,4,Business Owner,,Kingdom College,98,A,81,B,58,D,78,C,91,A,74,C,75,C,,,
1189,Jessica,Williams,jessica.williams.1189@gslingacademy.com,female,FALSE,9,TRUE,6,Real Estate Developer,,Kingdom College,91,A,94,A,75,C,86,B,84,B,67,D,97,A,,,
1190,Hector,Cox,hector.cox.1190@gslingacademy.com,male,FALSE,1,FALSE,33,Doctor,,Kingdom College,100,A,90,A,89,B,91,A,86,B,75,C,72,C,,,
1191,Michelle,Mendoza,michelle.mendoza.1191@gslingacademy.com,female,FALSE,1,FALSE,1,Real Estate Developer,,Kingdom College,50,D,60,D,70,C,75,C,100,A,62,D,100,A,,,
1192,Adam,Wallace,adam.wallace.1192@gslingacademy.com,male,FALSE,3,FALSE,11,Designer,,Kingdom College,75,C,92,A,70,C,62,D,87,B,87,B,98,A,,,
1193,Kelly,Harris,kelly.harris.1193@gslingacademy.com,female,FALSE,7,FALSE,21,Stock Investor,,Kingdom College,86,B,62,D,81,B,63,D,92,A,75,C,79,C,,,
1194,Anthony,Clark,anthony.clark.1194@gslingacademy.com,male,FALSE,3,FALSE,24,Banker,,Kingdom College,80,B,66,D,67,D,72,C,78,C,99,A,67,D,,,
1195,Randall,Wyatt,randall.wyatt.1195@gslingacademy.com,male,FALSE,7,FALSE,4,Business Owner,,Kingdom College,56,D,66,D,92,A,74,C,79,C,80,B,68,D,,,
1196,Ryan,Sutton,ryan.sutton.1196@gslingacademy.com,male,FALSE,1,FALSE,1,Game Developer,,Kingdom College,91,A,72,C,85,B,78,C,92,A,82,B,85,B,,,
1197,Rick,Garcia,rick.garcia.1197@gslingacademy.com,male,FALSE,1,TRUE,12,Construction Engineer,,Kingdom College,94,A,65,D,90,A,79,C,97,A,76,C,75,C,,,
1198,Frank,Schmitt,frank.schmitt.1198@gslingacademy.com,male,FALSE,7,FALSE,28,Construction Engineer,,Kingdom College,81,B,82,B,99,A,86,B,88,B,60,D,89,B,,,
1199,Alan,Mcgrath,alan.mcgrath.1199@gslingacademy.com,male,FALSE,2,FALSE,20,Accountant,,Kingdom College,94,A,82,B,91,A,94,A,100,A,99,A,69,D,,,
1200,Lauren,Gomez,lauren.gomez.1200@gslingacademy.com,female,FALSE,3,FALSE,35,Doctor,,Kingdom College,99,A,89,B,93,A,87,B,86,B,90,A,96,A,,,
1201,Katherine,Taylor,katherine.taylor.1201@gslingacademy.com,female,FALSE,0,FALSE,33,Lawyer,,Kingdom College,88,B,83,B,62,D,88,B,100,A,83,B,84,B,,,
1202,Ashley,York,ashley.york.1202@gslingacademy.com,female,FALSE,6,FALSE,4,Real Estate Developer,,Kingdom College,79,C,74,C,68,D,82,B,65,D,73,C,89,B,,,
1203,Charles,Rangel,charles.rangel.1203@gslingacademy.com,male,TRUE,4,FALSE,1,Business Owner,,Kingdom College,49,NOSCORE,85,B,70,C,90,A,79,C,71,C,67,D,,,
1204,Brooke,Burnett,brooke.burnett.1204@gslingacademy.com,female,FALSE,5,FALSE,7,Government Officer,,Kingdom College,97,A,99,A,67,D,87,B,66,D,68,D,67,D,,,
1205,Ronald,Lane,ronald.lane.1205@gslingacademy.com,male,FALSE,3,FALSE,27,Construction Engineer,,Kingdom College,96,A,70,C,82,B,71,C,99,A,90,A,65,D,,,
1206,Emma,Andrews,emma.andrews.1206@gslingacademy.com,female,FALSE,2,FALSE,34,Stock Investor,,Kingdom College,89,B,71,C,75,C,65,D,74,C,93,A,90,A,,,
1207,Nancy,Esparza,nancy.esparza.1207@gslingacademy.com,female,TRUE,2,FALSE,17,Software Engineer,,Kingdom College,94,A,90,A,77,C,65,D,83,B,79,C,96,A,,,
1208,Sean,Erickson,sean.erickson.1208@gslingacademy.com,male,FALSE,1,FALSE,18,Unknown,,Kingdom College,62,D,73,C,95,A,68,D,61,D,60,D,68,D,,,
1209,Heather,Davis,heather.davis.1209@gslingacademy.com,female,FALSE,2,TRUE,9,Real Estate Developer,,Kingdom College,68,D,94,A,92,A,77,C,79,C,88,B,74,C,,,
